id,Title,hasAwardName,hasAwardYear,hasBoxOfficeRevenue,hasComposer,hasDirector,hasFrenchAdaptationYear,hasFrenchAdaptor,hasFrenchQuebecTitle,hasFrenchReleaseDate,hasFrenchTitle,hasFrenchVoiceCast,hasProducer,hasScenarioWriters,hasThemeSongCompositor,hasThemeSongTitle
,Pirates of the Caribbean Dead Mans Chest,Oscar des meilleurs effets visuels,2007,,,,2006,,,,,Non spécifié dans le contexte fourni,,,"Hans Zimmer, Lorne Balfe, Tom Gire, Nick Glennie-Smith, Henry Jackman, Trevor Morris, John Sponsler et Geoff Zanelli (musique additionnelle)",Non spécifié dans le contexte fourni
,Pirates of the Caribbean On Stranger Tides,N/A (as of 2021),,,,,2011,,,,Pirates des Caraïbes : La Fontaine de Jouvence,,,,"Hans Zimmer, Rodrigo y Gabriela",
,Pirates of the Caribbean The Curse of the Black Pearl,Non spécifié (dans le contexte fourni),Non spécifié (dans le contexte fourni),,,,2003,,,,,Non spécifié (dans le contexte fourni),,,Non spécifié (dans le contexte fourni),Non spécifié (dans le contexte fourni)
70981.0,Prometheus,,,,,,,,,,,,,,,
680.0,Pulp Fiction,Palme d'or,1994,,,,,"Luc Bernard, Stéphane Kazandjian",,,,"Jean-Hugues Anglade (as Vincent Vega), Richard Darbois (as Jules Winnfield), Daniel Gélin (as Marsellus Wallace)",,,"Dennis Lambert, Franke Previte, John Bettis",Unforgettable (Natalie Cole and Nat King Cole)
85.0,Raiders of the Lost Ark,,,,,,1981,,,,,,,,,
2062.0,Ratatouille,Academy Award for Best Animated Feature,2007,,,,,,,,,,,,,Confit byaldi (from the movie)
500.0,Reservoir Dogs,Sundance Film Festival Dramatic Grand Jury Prize,1992,,,,,,,,,,,,"Greg Allman, Joe Walsh, Larry E. Junstrom, Joe Vitale",Stuck in the Middle with You (Stealers Wheel)
61791.0,Rise of the Planet of the Apes,Visual Effects Society Award,2012,,,,,,,,,,,,Patrick Doyle,
857.0,Saving Private Ryan,Academy Award for Best Picture,1999,,,,,,,,,,,,John Williams,"""Saving Private Ryan"""
,Schindlers List,National Film Registry,2004,,,,1993,,,,,"Liam Neeson, Ben Kingsley, Ralph Fiennes (principals)",,,John Williams,Schindler's Theme
10528.0,Sherlock Holmes,Le Dernier Problème (1893),,,,,,,,,,,,,,Son dernier coup d'archet
808.0,Shrek,,,,,,2010,,,,,,,,,
11324.0,Shutter Island,Prix Mor Vran (2009),2009,,,Martin Scorsese,2003,Isabelle Maillet,,,,,,,,
82693.0,Silver Linings Playbook,Oscar,2013,,,,,,,,,,,,Diane Warren,Silver Lining
37724.0,Skyfall,Oscar for Best Original Song,2013,Over $1 billion worldwide,,,,Thomas Azier (for the French version of the theme song),,,,,,,Adele & Paul Epworth,Skyfall
206647.0,Spectre,Academy Award for Best Visual Effects,2016,,,,2015,,,,Spectre (film),"Bernard Le Coq, Christoph Waltz, Léa Seydoux, Daniel Craig, Monica Bellucci, Ben Whishaw, Naomie Harris, Ralph Fiennes, Jesper Christensen, Dave Bautista, Andrew Scott, Alessandro Cremona, Rory Kinnear",,,Thomas Newman,Le Spectre de la rose (ballet)
558.0,Spider-Man 2,Festival du film de Tribeca (2007),2007,,,Sam Raimi (non mentionné dans les relations demandées),2004,,,,,Non fourni dans le contexte,,,Danny Elfman,Non fourni dans le contexte
557.0,Spider-Man,,,,,,1969,,,,,,,,,
129.0,Spirited Away,Oscar du meilleur film d'animation,2002,,,,,,,,,,,,Joe Hisaishi,
381288.0,Split,"royaume des Serbes, Croates et Slovènes",1919,,,,,,,,,,,,,Ultra Europe (music festival)
54138.0,Star Trek Into Darkness,,,,,,2013,"Non spécifié (Produit et réalisé par J.J. Abrams, mais le nom de l'adaptateur français n'est pas mentionné)",,,,Non spécifié (Le casting français n'est pas mentionné),,,Non spécifié (Le compositeur de la musique thème n'est pas mentionné),
13475.0,Star Trek,Emmy Award (for Outstanding Drama Series),,,,,,Gene Roddenberry (French adaptation title: Patrouille du cosmos),,,,,,,,"""Where No Man Has Gone Before"""
297761.0,Suicide Squad,People's Choice Awards,2017,,,,,Alexandre Astier,,,,"Jean-Baptiste Marcenac as Bloodsport, Marie-Eugénie Maréchal as Harley Quinn, etc.",,,"Skrillex, Rick Ross","""Purple Lamborghini"""
8681.0,Taken,,,,,,2015,Olivier Megaton,,,,,,,,
72105.0,Ted,,,,,,,,,,,,,,,
,Terminator 2 Judgment Day,"Oscar (for makeup, sound mixing, sound, and visual effects)",1992,,,,1991,,,,,"Arnold Schwarzenegger, Linda Hamilton, Robert Patrick, Edward Furlong",,,,"""You Could Be Mine"" by Guns N' Roses"
102382.0,The Amazing Spider-Man 2,Not awarded or mentioned in the context provided,Not awarded or mentioned in the context provided,,,,2014,Le Destin d'un héros (The Amazing Spider-Man 2),,,,,,,"Hans Zimmer, The Magnificent Six (Johnny Marr, Pharrell Wi)",
24428.0,The Avengers,The Game Awards 2020 - Best Action/Adventure Game,2020,,,,,,,,,Unknown (as the text does not provide specific French voice cast information for this movie),,,,Avengers: Endgame (End Titles)
49026.0,The Dark Knight Rises,Academy Award for Best Cinematography,2013,,,,,,,,,,,,"Hans Zimmer, A.R. Rahman","""Why Does It Rain"" by Adele"
155.0,The Dark Knight,Oscar (Best Supporting Actor),2009,,,,,,,,,,,,"Hans Zimmer, James Newton Howard",Nobody to Save Me
1422.0,The Departed,Oscar,2007,,,,2006,,Agents troubles,,Les Infiltrés,,,,Howard Shore,
1891.0,The Empire Strikes Back,,,,,,,,,,,,,,,
337339.0,The Fate of the Furious,Best Opening Weekend Gross,2017,,,,2017 (Le Destin des dangereux),,,,,"Vin Diesel, Dwayne Johnson, Jason Statham, Michelle Rodríguez, Tyrese Gibson, Ludacris, Scott Eastwood, Nathalie Emmanuel, Elsa Pataky, Kurt Russell, Charlize Theron, Tego Calderón, Don Omar",,,Brian Tyler,"""Go Oh Go"" by Wiz Khalifa and Ty Dolla Sign"
222935.0,The Fault in Our Stars,"Prix des Incorruptibles, Prix jeunesse des libraires du Québec, IBBY Honour List","2014 (Prix jeunesse des libraires du Québec), 2015 (Prix des Incorruptibles)",,,,2013,,,,Nos étoiles contraires,,,,,Le prix de l'aube (Augustus' preferred book)
18.0,The Fifth Element,Oscar,,,,,,,,,,,,,,Plavalaguna
238.0,The Godfather,Game Developers Choice Awards,2010,,,,"1972, 1974, 1990, 2006, 2009",Francis Ford Coppola (for the films),,,,"Andy Garcia, Al Pacino",,,Jake Clemons,Misunderstood Love
120467.0,The Grand Budapest Hotel,,,,,,,,,,,,,,Alexandre Desplat,The Grand Budapest Hotel
64682.0,The Great Gatsby,,,,,,,,,,,,,,,
497.0,The Green Mile,,,,,,1999,Frank Darabont,,,,,,,,
18785.0,The Hangover,Golden Globe Award,2010,,,,,,,,,,,,"Jake Clemons, Ryan Tedder",I'm Still Standing
,The Hunger Games Mockingjay  Part 1,Not applicable (movie is not released yet),Not applicable (movie is not released yet),,,,2014,,,,,Non specified,,,,Meltdown (Stromae) and Yellow Flicker Beat (Lorde)
70160.0,The Hunger Games,,,,,,"2012, 2013, 2014, 2015, 2023, 2025",,,,,,,,,
205596.0,The Imitation Game,Not Given,Not Given,,,,2014,Morten Tyldum,,,,,,,Not Given,Not Given
9806.0,The Incredibles,Oscar du meilleur film d'animation,2005,,,,,,,,,,,,,
8587.0,The Lion King,Oscar (Best Original Song),1995,,,,,,,,,,,,Elton John,Can You Feel the Love Tonight
,The Lord of the Rings The Fellowship of the Ring,BAFTA Award,"2002 (for Best Production Design, Best Special Visual Effects and Best Original Music)",,,,,,,,,,,,Howard Shore,Two Towers
,The Lord of the Rings The Return of the King,Oscars,2004,,,,2003,,,,,,,,,
,The Lord of the Rings The Two Towers,Academy Awards,2003,,,,,,,,,,,,"Enya, Nicky Ryan",May It Be
286217.0,The Martian,,,,,,2015 (release year of the film adaptation),Andy Weir (original author of the novel),,,,,,,,Underground Resistance (album series)
603.0,The Matrix,"Oscar (Best Visual Effects, Best Editing, Best Sound, Best Sound Editing)",2000,,,,,,,,,,,,"Don Davis, Marilyn Manson","""What Is Love"" by Rage Against the Machine"
198663.0,The Maze Runner,,,,,,2014,,,,,,,,John Paesano,
1124.0,The Prestige,Academy Award,"2006 (for Best Cinematography, Best Original Score, and Best Visual Effects)",,,,,,,,,,,,,"""Prestige"" (Daddy Yankee album)"
281957.0,The Revenant,Golden Globe,2016,,,,2015,,,,Le Revenant au Québec,,,,"Ryūichi Sakamoto, Alva Noto and Bryce Dessner",
278.0,The Shawshank Redemption,"AFI's 100 Years...100 Movies (Top 100 Films of All Time), IMDb's Top 250 Movies",Non spécifié (contexte ne mentionne pas d'année de réception des prix),,,,1994,,,,,Non spécifié (contexte ne mentionne pas d'adaptation française),,,Non spécifié (contexte ne mentionne pas de compositeur pour le thème musical),Non spécifié (contexte ne mentionne pas de thème musical)
694.0,The Shining,,,,,,1980 (for the Stanley Kubrick film adaptation),,,,,,,,,
274.0,The Silence of the Lambs,,,,,,1991,Jonathan Demme,,,,,,,,
218.0,The Terminator,National Film Registry,,,,,2008,,,,,,,,Brad Fiedel,"""You Could Be Mine"" by Guns N' Roses"
37165.0,The Truman Show,Golden Globe Award,1999 (for Best Actor - Motion Picture Musical or Comedy),,,,,,,,,,,,,"""The Truman Show"" by Burton Lee"
76170.0,The Wolverine,Non-specified,Non-specified,,,,2013,,,,,Non-specified,,,Non-specified,Non-specified
,Thor The Dark World,,,,,,2013,,,,,,,,Brian Tyler,
10195.0,Thor,,,,,,,,,,,,,,,
597.0,Titanic,Academy Award for Best Picture,1998,,,,,,,,,,,,"James Horner, Will Jennings",My Heart Will Go On
863.0,Toy Story 2,Academy Award for Best Animated Feature,,,,,1999,,,,,,,,Randy Newman,"""When She Loved Me"""
10193.0,Toy Story 3,Academy Award for Best Animated Feature,2011,,,,2010,,,,,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Estelle Harris, John Ratzenberger, Wallace Shawn, Jeff Pidgeon, Jodi Benson, R. Lee Ermey, John Morris, Laurie Metcalf, Ned Beatty, Timothy Dalton, Kristen Schaal, Bonnie Hunt, Whoopi Goldberg, Jeff Garlin, Michael Keaton",,,Randy Newman,"""You've Got a Friend in Me"""
862.0,Toy Story,,,,,,1995,Josh Cooley (mentionné comme réalisateur de Toy Story 4),,,,Non spécifié (mentionné que de nombreux produits dérivés sont apparus sur le marché),,,,Non spécifié (pas de mention explicite du titre de la chanson thème)
1858.0,Transformers,Emmy Award,,,,,,,,,,,,,,La Guerre des robots
14160.0,Up,Academy Award for Best Animated Feature Film,,,,,,,,,,,,,Michael Giacchino,Married Life
752.0,V for Vendetta,Saturn Award for Best Action or Adventure Film,2006,,,,,,,,,,,,Trent Reznor,"""Nine Inch Nails - Burn"""
,WALL-E,Hugo Award,2009,,,,2008,,,,,Non-disclosed (characters express themselves with gestures or robot sounds),,,,"Put On Your Sunday Clothes, It Only Takes a Moment (from Hello, Dolly!)"
244786.0,Whiplash,,,,,,,,,,,,,,,
297762.0,Wonder Woman,Saturn Award for Best Costume Designer,2017,,,,,,,,,,,,Cyndi Lauper,"""The Psychadelic Pussycat Dolls Theme"""
72190.0,World War Z,Audie Award (audio book),2007 (audio book),,,,2013,Marc Forster (film),,,,,,,,
82690.0,Wreck-It Ralph,Annie Award for Best Animated Feature,2013,,,,,,,,,,,,"Henry Jackman, Michael Giacchino",Chez Tapper
,X-Men Apocalypse,Not awarded in the given context,,,,,2016,,,,,,,,,
,X-Men Days of Future Past,,,,,,2014,,,,,,,,John Ottman,Days of Future Past
,X-Men First Class,,,,,,2011,Matthew Vaughn,,,,,,,Henry Jackman,
,X-Men Origins Wolverine,,,,,,,,,,,,,,,
36657.0,X-Men,Academy Award for Best Visual Effects (2001),2001,,,,"2001, 2003","Laurent Chalet, Jean-Pierre Jeunet (for X-Men and X2: X-Men United)",,,,"Daniel Dae Kim, Fanny Ardant, Gérard Depardieu, Jean Reno, Jean-Hugues Anglade, Olivier Martinez, Vincent Cassel (for X-Men and X2: X-Men United)",,,,Main Title Theme by John Ottman
269149.0,Zootopia,Oscar for Best Animated Feature Film,2017,,,,2016,,,,,(Not provided in the context),,,(Not provided in the context),Not So Fast
14161.0,2012,,,,,,,,,,,,,,,
64688.0,21 Jump Street,Imagen Award 1988,1988,,,,,,,,,,,,"Holly Robinson Peete, Peter Bernstein, Michael Z. Gordon",
1271.0,300,Not provided (No award information given),Not provided (No award information given),,,,Not provided (Movie is not a French adaptation),Not provided (Movie is not a French adaptation),,,,Not provided (Movie is not a French adaptation),,,Not provided (No theme song compositor information given),Not provided (No theme song information given)
12155.0,Alice in Wonderland,Golden Globe Award for Best Motion Picture – Musical or Comedy,,,,,2016,,,,,,,,,"""Alice au pays des merveilles"""
348.0,Alien,Academy Award for Best Visual Effects (1980),1980,,,Fede Álvarez,,,,,,,,,,Alien (bande originale du film de 1979)
102899.0,Ant-Man,Critics' Choice Movie Award for Best Visual Effects (2016),2016,,,,,Grégory Frot (voice),,,,"Paul Rudd (voice), Michael Douglas (voice), Evangeline Lilly (voice)",,,,"""Ant-Man"" by Christophe Beck (2015)"
19995.0,Avatar,Primetime Emmy Award for Outstanding Animated Program,"2006, 2007, 2008",,,,,Christian Clavier,,,,"Sébastien Desjours, Célia Charpentier, Michel Vigné",,,Jeremy Zuckerman,The Last Airbender: The Soundtrack
,Avengers Age of Ultron,"Non remporté de nombreux prix, mais a rapporté plus de 1,4 milliard de dollars dans le monde entier.",,,,,2015,,,,,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner, Samuel L. Jackson, ...",,,Non spécifié dans le contexte fourni,Non spécifié dans le contexte fourni
165.0,Back to the Future Part II,,,,,,1989,,,,,,,,,
105.0,Back to the Future,,,,,,"1985, 1989, 1990",,,,,,,,,N/A (Movie doesn't have a specific theme song)
272.0,Batman Begins,,,,,,2005,,,,Batman : Le Commencement au Québec,,,,Hans Zimmer et James Newton Howard,
,Batman v Superman Dawn of Justice,Secret Defence (implied),,,,,,Zack Snyder (director),,,,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Gal Gadot, Diane Lane, Laurence Fishburne, Holly Hunter (main cast)",,,,
321612.0,Beauty and the Beast,Best Costume Design - Fantasy Film,2018,,,,La Belle et la Bête,,,,,,,,"Celine Dion, Peabo Bryson",Beauty and the Beast (Reprise)
177572.0,Big Hero 6,Academy Award for Best Animated Feature,2015,,,,2015,Scott Adsit (voice),,,,Amanda Crew (voice),,,Michael Giacchino,Les Nouveaux Héros
44214.0,Black Swan,Academy Award,2011,,,,,Yann Le Gallo,,,,,,,"Clint Mansell, Bryce Dessner",Tossing and Turning (performed by Clint Mansell)
78.0,Blade Runner,,,,,,1982 (for the movie),,,,,,,,Vangelis,
62177.0,Brave,Annie Award,2013,,,,2012,,,,,,,,Patrick Doyle,Brave (Idina Menzel)
,Captain America Civil War,Accords de Sokovie,,,,,,Anthony et Joe Russo,,29 avril 2016,,"Chris Evans, Robert Downey Jr., Sebastian Stan, Scarlett Johansson, Don Cheadle, Chadwick Boseman, Paul Rudd, Elizabeth Olsen, Anthony Mackie, Daniel Brühl, Emily VanCamp, Frank Grillo, Martin Freeman, William Hurt, Alfre Woodard, John Slattery, Hope Davis, Marion Cotillard, Warwick Davis, Toby Jones, Henry Goodman, Helen McCrory, Ken Stott, Sheila Atim, Adrian Scarborough, Peter Sullivan, Ross O'Hennessy, Paul Bettany",,,,Le Partisan (The Falcon and the Winter Soldier) by Henry Jackman
,Captain America The First Avenger,,,,,,2011,,,,,,,,,
,Captain America The Winter Soldier,,,,,,2014,,,,Captain America : Le Soldat de l'hiver,,,,,
920.0,Cars,Academy Award for Best Animated Feature,2007 (nominated),,,,2006,,,,,,,,,Gary Numan's Cars
36557.0,Casino Royale,N/A (no specific award mentioned in context),,,,,1953 (first novel publication year),N/A (no specific adaptor mentioned in context),,,,N/A (no specific voice cast mentioned in context),,,,David Arnold (2006 film score)
640.0,Catch Me If You Can,Not awarded or specified,Not awarded or specified,,,,,,,,,,,,,catch me if you can (Matt Pokora song)
119450.0,Dawn of the Planet of the Apes,,,,,,2014,,,,La Planète des singes : L'Affrontement,,,,Michael Giacchino,
293660.0,Deadpool,MTV Movie & TV Awards - Best Comic-To-Movie Adaptation (2017),2017,,,,,,,,,,,,Tom Holkenborg (Junkie XL),Deadpool Theme (2016) by Tom Holkenborg (Junkie XL)
93456.0,Despicable Me 2,,,,,,,,,,,,,,,
562.0,Die Hard,Golden Raspberry Award for Worst Original Song (won),2013,,,,,,,,,,,,,"""I Will Always Love You"" by Pia Zadora"
157350.0,Divergent,,,,,,2014,Robert Schwentke,,,,,,,,
68718.0,Django Unchained,Golden Globe Award,2013,,,,,,,,,,,,"Mac Davis (for ""Annie"")","""Annie"" (theme song from the 1973 blaxploitation film ""Cleopatra Jones"")"
